	GEN16	district	party	femaleis1	19
794	1.0	BRO	REP	0	5
795	0.0	HIL	NPA	0	4
796	1.0	ORA	NPA	0	9
797	1.0	FLA	DEM	1	4
798	0.0	DAD	NPA	0	4
799	0.0	HIL	REP	0	4
800	1.0	OKA	DEM	0	3
801	0.0	DAD	REP	1	5
802	1.0	SAR	REP	1	5
803	1.0	DAD	NPA	0	5
804	1.0	MAN	NPA	0	5
805	1.0	DAD	DEM	0	5
806	1.0	ALA	DEM	0	5
807	1.0	WAL	REP	0	5
808	1.0	IND	DEM	1	3
809	1.0	PAL	NPA	0	5
810	1.0	LEE	DEM	1	5
811	0.0	HIL	REP	0	5
812	1.0	STJ	REP	0	5
813	1.0	MRN	DEM	1	3
814	1.0	LEO	DEM	1	5
815	1.0	CLL	REP	0	5
816	0.0	SEM	DEM	1	4
817	0.0	ORA	NPA	0	5
818	1.0	MAN	DEM	1	5
819	1.0	CLA	REP	1	5
820	1.0	HIL	NPA	0	4
821	1.0	LAK	REP	0	5
822	1.0	OSC	DEM	0	5
823	1.0	DUV	DEM	0	3
824	1.0	POL	REP	0	5
825	1.0	DAD	DEM	0	3
826	1.0	BRO	REP	1	5
827	1.0	PIN	DEM	1	3
828	1.0	ORA	DEM	0	5
829	1.0	LAK	DEM	1	5
830	1.0	MRN	REP	1	5
831	1.0	HIL	DEM	0	5
832	1.0	BRO	DEM	1	5
833	1.0	BRO	DEM	1	4
834	1.0	BRO	REP	1	5
835	1.0	LEV	REP	1	5
836	1.0	LEE	NPA	1	5
837	1.0	DAD	REP	1	5
838	1.0	DAD	REP	0	4
839	1.0	STJ	REP	0	2
840	1.0	DUV	INT	0	5
841	1.0	ORA	DEM	1	5
842	1.0	DAD	NPA	0	9
843	0.0	PAL	NPA	0	5
844	1.0	CHA	INT	0	5
845	1.0	SEM	DEM	0	4
846	1.0	PAL	DEM	1	3
847	1.0	SEM	NPA	1	5
848	0.0	BRO	REP	1	4
849	1.0	POL	DEM	1	5
850	1.0	PAL	NPA	0	5
851	0.0	ORA	REP	0	5
852	1.0	PAL	DEM	1	5
853	1.0	ORA	DEM	0	3
854	1.0	MAN	NPA	0	9
855	1.0	ESC	REP	0	5
856	1.0	ORA	REP	1	5
857	1.0	BAY	REP	0	5
858	1.0	CLA	DEM	0	5
859	1.0	BRO	DEM	1	5
860	1.0	PIN	NPA	1	3
861	1.0	PIN	REP	0	5
862	1.0	STJ	REP	0	5
863	1.0	PAL	NPA	0	5
864	1.0	HIL	NPA	1	5
865	1.0	OKA	REP	0	5
866	1.0	BRO	DEM	0	5
867	1.0	HER	REP	0	5
868	1.0	DUV	REP	1	5
869	1.0	PIN	REP	1	5
870	1.0	CIT	REP	1	5
871	1.0	STL	NPA	1	4
872	1.0	CLL	REP	0	5
873	1.0	MRN	REP	1	5
874	1.0	ORA	INT	1	4
875	1.0	POL	DEM	0	5
876	0.0	PIN	NPA	0	5
877	1.0	PAS	DEM	1	5
878	0.0	BRO	REP	1	5
879	1.0	STL	REP	1	4
880	1.0	PAL	REP	1	5
881	1.0	CLL	REP	0	5
882	1.0	BAK	DEM	1	5
883	1.0	HIL	DEM	1	3
884	1.0	PIN	DEM	1	5
885	1.0	SAR	REP	0	5
886	1.0	MRN	REP	1	5
887	1.0	HIL	NPA	1	5
888	1.0	DAD	NPA	1	5
889	1.0	ALA	NPA	0	5
890	1.0	ORA	DEM	1	3
891	1.0	DAD	DEM	1	4
892	1.0	BRE	REP	0	6
893	1.0	BAY	REP	0	5
894	1.0	BRO	DEM	1	5
895	1.0	HIL	REP	1	5
896	1.0	BRO	DEM	0	3
897	1.0	OSC	NPA	0	4
898	0.0	BRO	NPA	1	5
899	1.0	ORA	DEM	1	3
900	0.0	DAD	INT	0	5
901	1.0	SEM	REP	1	5
902	1.0	SAR	DEM	1	4
903	1.0	PAS	REP	0	5
904	1.0	ALA	REP	0	5
905	1.0	BRE	REP	0	5
906	1.0	STL	NPA	1	5
907	1.0	OKA	REP	0	5
908	1.0	POL	NPA	1	5
909	1.0	CLL	REP	0	5
910	1.0	DAD	NPA	0	4
911	1.0	SEM	NPA	1	3
912	1.0	PAL	DEM	1	3
913	1.0	MAN	NPA	0	5
914	1.0	CHA	NPA	0	5
915	1.0	DAD	DEM	1	4
916	1.0	HIL	NPA	0	5
917	1.0	PAL	REP	1	2
918	1.0	DAD	DEM	0	4
919	1.0	DAD	DEM	1	4
920	1.0	LEE	REP	0	5
921	0.0	DAD	DEM	1	3
922	1.0	BRE	REP	1	5
923	0.0	ESC	REP	1	5
924	1.0	BRE	REP	0	5
925	1.0	DAD	NPA	0	4
926	1.0	DUV	DEM	1	6
927	1.0	LAK	DEM	1	3
928	1.0	BAY	NPA	1	5
929	0.0	HIL	REP	0	2
930	1.0	MAN	REP	1	5
931	1.0	CHA	NPA	0	5
932	1.0	LEE	REP	1	5
933	1.0	LEE	REP	0	5
934	1.0	ORA	DEM	0	3
935	0.0	DUV	DEM	0	5
936	0.0	SEM	NPA	1	3
937	1.0	DAD	DEM	1	3
938	1.0	LEE	DEM	1	5
939	0.0	DAD	NPA	0	4
940	0.0	BRO	NPA	0	4
941	1.0	CHA	REP	0	5
942	1.0	PIN	REP	1	6
943	0.0	DAD	REP	0	9
944	1.0	PAL	REP	1	3
945	1.0	PAL	DEM	1	5
946	1.0	HIL	DEM	1	3
947	1.0	DAD	NPA	0	5
948	0.0	OKA	NPA	1	5
949	1.0	OKE	DEM	1	3
950	0.0	LEE	REP	1	5
951	1.0	LEV	REP	0	5
952	0.0	POL	REP	0	5
953	0.0	LEE	REP	0	3
954	1.0	CLM	DEM	1	5
955	0.0	IND	NPA	1	5
956	1.0	DAD	DEM	0	5
957	1.0	BRO	DEM	0	5
958	1.0	LEE	REP	1	5
959	1.0	BRE	DEM	0	5
960	1.0	BRO	DEM	0	5
961	0.0	ORA	DEM	1	4
962	1.0	BRE	REP	1	5
963	0.0	MRT	DEM	0	5
964	1.0	SAN	NPA	0	5
965	1.0	ORA	DEM	0	7
966	1.0	PAL	DEM	1	5
967	1.0	SAN	REP	1	5
968	1.0	BRE	REP	1	5
969	1.0	DUV	REP	0	5
970	1.0	MRT	INT	1	5
971	1.0	PIN	DEM	1	3
972	1.0	ALA	NPA	0	5
973	1.0	ORA	REP	1	5
974	1.0	BRO	REP	0	5
975	1.0	CLL	REP	1	5
976	0.0	ORA	DEM	1	4
977	1.0	DAD	REP	0	4
978	1.0	DAD	DEM	0	4
979	1.0	CAL	NPA	0	5
980	0.0	BRO	NPA	1	4
981	1.0	PAS	REP	0	5
982	1.0	LEE	REP	0	5
983	1.0	JAC	REP	0	5
984	1.0	PAL	DEM	1	4
985	0.0	PAS	NPA	0	5
986	1.0	PAS	REP	0	5
987	0.0	BRO	DEM	1	3
988	1.0	LAK	NPA	1	5
989	1.0	PAL	DEM	0	5
990	0.0	LEE	NPA	0	5
991	1.0	DAD	DEM	1	7
992	1.0	ORA	REP	0	4
993	0.0	ORA	DEM	1	6
994	1.0	CIT	REP	0	5
995	1.0	DUV	NPA	0	4
996	1.0	OSC	DEM	0	5
997	1.0	PIN	REP	1	5
998	1.0	BRO	NPA	1	5
999	1.0	STL	NPA	0	5
1000	1.0	PIN	REP	0	5
1001	1.0	PIN	REP	1	5
1002	1.0	BRE	NPA	0	5
1003	1.0	OSC	DEM	0	3
1004	1.0	LEE	DEM	0	5
1005	0.0	PAL	REP	0	7
1006	1.0	BRO	DEM	1	5
1007	1.0	BRO	DEM	0	5
1008	1.0	PAL	DEM	0	3
1009	0.0	PAL	NPA	0	5
1010	0.0	LEE	REP	0	5
1011	1.0	BRO	NPA	1	4
1012	1.0	BRO	DEM	1	3
1013	1.0	BRE	REP	1	5
1014	0.0	DAD	DEM	0	4
1015	1.0	PAS	NPA	1	5
1016	1.0	SEM	NPA	0	3
1017	0.0	DAD	REP	1	4
1018	1.0	LAK	DEM	1	3
1019	1.0	LEO	DEM	1	3
1020	1.0	CHA	REP	0	5
1021	0.0	DAD	NPA	0	4
1022	0.0	SAN	REP	0	5
1023	1.0	VOL	DEM	1	5
1024	1.0	DAD	NPA	1	4
1025	0.0	PAL	NPA	0	9
1026	1.0	ORA	DEM	0	3
1027	1.0	DAD	NPA	0	4
1028	1.0	MRT	DEM	0	5
1029	1.0	STL	DEM	1	3
1030	1.0	DAD	DEM	1	4
1031	1.0	LEE	REP	1	5
1032	1.0	SAN	REP	0	5
1033	1.0	CHA	REP	1	5
1034	1.0	BRO	REP	0	4
1035	1.0	LEE	DEM	1	3
1036	0.0	CHA	NPA	1	5
1037	1.0	STL	REP	0	6
1038	1.0	HIL	DEM	0	4
1039	0.0	DAD	REP	1	4
1040	1.0	VOL	REP	0	5
1041	0.0	CLM	NPA	1	5
1042	0.0	DUV	NPA	0	5
1043	1.0	ORA	REP	0	5
1044	1.0	ESC	REP	1	5
1045	1.0	LEO	DEM	0	5
1046	0.0	DAD	NPA	1	4
1047	0.0	HIL	DEM	0	5
1048	1.0	OKA	REP	0	5
1049	1.0	HIL	REP	1	5
1050	1.0	BRO	NPA	1	5
1051	1.0	DUV	NPA	0	5
1052	1.0	PIN	NPA	0	4
1053	1.0	BRO	REP	1	5
1054	1.0	HEN	DEM	1	5
1055	1.0	BRE	REP	1	5
1056	1.0	BRO	DEM	0	3
1057	1.0	PAS	NPA	0	5
1058	1.0	CLM	NPA	1	5
1059	0.0	DAD	DEM	0	4
1060	1.0	BRE	REP	1	5
1061	1.0	STJ	DEM	1	5
1062	0.0	OSC	NPA	0	4
1063	1.0	CIT	NPA	0	5
1064	1.0	PAL	REP	1	5
1065	1.0	DUV	DEM	1	5
1066	1.0	CLL	NPA	0	5
1067	1.0	LEE	REP	0	5
1068	0.0	DAD	REP	0	4
1069	1.0	DUV	DEM	0	3
1070	1.0	CLL	REP	0	5
1071	1.0	DUV	NPA	1	4
1072	1.0	PIN	INT	1	5
1073	1.0	ESC	REP	0	5
1074	1.0	BAY	REP	0	5
1075	1.0	HIL	REP	1	5
1076	1.0	MRN	REP	1	5
1077	1.0	PIN	DEM	1	5
1078	1.0	VOL	REP	0	5
1079	0.0	NAS	REP	0	5
1080	1.0	PAL	REP	0	5
1081	1.0	BRO	REP	0	5
1082	1.0	LAK	REP	0	5
1083	0.0	CLL	NPA	0	5
1084	0.0	DUV	REP	1	5
1085	1.0	SUM	REP	0	5
1086	0.0	OSC	DEM	1	4
1087	1.0	HIG	REP	1	5
1088	1.0	BRO	REP	0	5
1089	0.0	PAS	NPA	1	5
1090	1.0	HIL	REP	1	5
1091	1.0	OKA	DEM	0	3
1092	1.0	LAK	NPA	0	4
1093	1.0	PAL	REP	1	5
1094	1.0	ESC	REP	1	2
1095	1.0	HER	DEM	0	5
1096	1.0	CLA	REP	1	5
1097	1.0	SUM	REP	1	5
1098	1.0	DAD	NPA	0	5
1099	0.0	LEO	DEM	1	3
1100	1.0	PIN	REP	0	5
1101	1.0	ORA	NPA	0	5
1102	0.0	BRO	DEM	0	3
1103	1.0	ORA	NPA	0	5
1104	1.0	BRE	NPA	1	2
1105	1.0	PIN	NPA	0	5
1106	1.0	PAL	DEM	1	3
1107	1.0	DAD	DEM	1	3
1108	1.0	BAY	REP	1	5
1109	1.0	DAD	REP	0	4
1110	1.0	CIT	REP	0	5
1111	1.0	DAD	DEM	1	5
1112	1.0	PAL	REP	0	5
1113	1.0	BRO	NPA	1	5
1114	0.0	PAL	DEM	0	5
1115	1.0	LEO	DEM	1	3
1116	1.0	PIN	DEM	1	5
1117	1.0	DUV	REP	1	5
1118	0.0	POL	INT	0	5
1119	0.0	DAD	NPA	0	9
1120	0.0	HIL	NPA	0	4
1121	1.0	PAS	NPA	0	5
1122	0.0	STJ	DEM	1	3
1123	1.0	GIL	DEM	0	5
1124	1.0	SEM	NPA	0	5
1125	1.0	IND	NPA	1	3
1126	1.0	DAD	DEM	0	4
1127	0.0	BRO	DEM	0	3
1128	1.0	HIL	REP	1	2
1129	1.0	DAD	REP	0	4
1130	1.0	DAD	REP	0	4
1131	1.0	BRO	NPA	1	4
1132	1.0	PIN	DEM	1	5
1133	0.0	ORA	DEM	0	4
1134	0.0	STL	NPA	0	5
1135	0.0	LEE	REP	0	5
1136	1.0	PAL	NPA	1	4
1137	0.0	DUV	NPA	0	9
1138	1.0	HIL	REP	0	5
1139	1.0	PAL	DEM	0	5
1140	1.0	HIL	DEM	1	3
1141	1.0	DUV	NPA	0	5
1142	0.0	CLA	NPA	0	5
1143	1.0	ESC	REP	0	5
1144	1.0	DAD	NPA	1	4
1145	1.0	LEE	REP	1	5
1146	1.0	BRO	REP	1	5
1147	1.0	CLL	DEM	0	5
1148	1.0	SAN	REP	1	5
1149	1.0	HIL	INT	1	5
1150	1.0	POL	REP	0	5
1151	1.0	DAD	DEM	1	4
1152	1.0	SEM	REP	1	5
1153	1.0	STJ	REP	0	4
1154	1.0	HIL	REP	1	4
1155	0.0	CHA	INT	0	5
1156	1.0	NAS	DEM	1	5
1157	1.0	PIN	REP	1	5
1158	1.0	PIN	NPA	1	5
1159	1.0	SEM	REP	1	5
1160	1.0	FLA	NPA	1	5
1161	1.0	DAD	REP	0	4
1162	1.0	BRO	NPA	1	3
1163	1.0	LAK	DEM	1	5
1164	1.0	PIN	REP	0	5
1165	1.0	OSC	NPA	1	4
1166	1.0	PIN	REP	0	5
1167	1.0	STL	DEM	1	4
1168	1.0	PAL	NPA	0	3
1169	0.0	DAD	NPA	1	4
1170	1.0	ORA	DEM	1	3
1171	1.0	BRO	DEM	1	4
1172	1.0	LEE	IDP	1	5
1173	1.0	PIN	DEM	1	6
1174	0.0	ESC	NPA	1	5
1175	1.0	BRE	REP	0	5
1176	1.0	SAN	REP	1	5
1177	1.0	HIL	NPA	0	5
1178	1.0	ORA	DEM	1	4
1179	1.0	FLA	DEM	1	4
1180	1.0	PAS	REP	1	5
1181	1.0	MRT	REP	0	5
1182	1.0	LEE	REP	0	5
1183	1.0	PUT	REP	0	5
1184	1.0	MRN	REP	1	5
1185	1.0	HIL	DEM	1	4
1186	0.0	PAL	DEM	0	3
1187	1.0	STL	NPA	0	5
1188	0.0	PAL	DEM	0	5
1189	1.0	HIG	DEM	0	5
1190	1.0	BRO	NPA	0	5
1191	1.0	BRO	DEM	1	5
1192	1.0	BRO	DEM	1	3
1193	1.0	OSC	NPA	1	4
1194	1.0	LEO	DEM	1	5
1195	1.0	LEO	REP	0	5
1196	1.0	PAL	REP	1	5
1197	1.0	BRO	NPA	0	3
1198	1.0	ALA	NPA	0	5
1199	0.0	SAR	NPA	0	5
1200	1.0	MAN	DEM	1	5
1201	1.0	BAY	DEM	1	5
1202	1.0	GUL	DEM	1	5
1203	0.0	BRE	REP	0	9
1204	1.0	PIN	REP	1	5
1205	1.0	SEM	DEM	0	5
1206	1.0	HIL	NPA	1	5
1207	1.0	OKA	REP	1	5
1208	1.0	BRO	DEM	1	4
1209	1.0	HIL	REP	1	5
1210	1.0	CLA	REP	1	5
1211	1.0	PAL	DEM	0	5
1212	1.0	STL	DEM	1	5
1213	1.0	BAY	REP	0	5
1214	1.0	LEE	REP	0	5
1215	1.0	DAD	NPA	0	4
1216	1.0	PIN	REP	1	5
1217	1.0	PAL	DEM	1	5
1218	1.0	HIL	NPA	1	2
1219	1.0	CIT	DEM	0	5
1220	1.0	DAD	REP	1	4
1221	1.0	PUT	REP	0	5
1222	1.0	DAD	REP	0	5
1223	1.0	PAS	INT	0	5
1224	1.0	LEE	NPA	1	5
1225	1.0	POL	DEM	0	4
1226	0.0	PAL	NPA	0	9
1227	1.0	PAL	REP	0	5
1228	1.0	BRO	NPA	1	5
1229	1.0	DUV	REP	1	5
1230	1.0	BRO	DEM	1	3
1231	1.0	DAD	IDP	0	4
1232	1.0	DUV	REP	0	5
1233	1.0	DUV	INT	1	3
1234	1.0	SEM	REP	1	5
1235	1.0	BRO	DEM	1	4
1236	1.0	LEE	REP	1	4
1237	1.0	SEM	DEM	1	3
1238	1.0	POL	DEM	1	4
1239	1.0	STJ	REP	1	5
1240	1.0	DUV	DEM	1	4
1241	1.0	VOL	NPA	1	5
1242	1.0	STL	REP	1	5
1243	1.0	DUV	DEM	1	3
1244	1.0	POL	REP	1	5
1245	1.0	CLA	NPA	1	5
1246	1.0	DAD	REP	0	5
1247	0.0	PIN	NPA	0	5
1248	1.0	DAD	NPA	1	4
1249	1.0	BRO	REP	0	5
1250	1.0	VOL	REP	1	5
1251	1.0	DUV	DEM	1	3
1252	0.0	CLM	REP	1	5
1253	1.0	CLA	REP	0	5
1254	1.0	BRO	NPA	0	5
1255	1.0	ESC	REP	0	5
1256	1.0	STL	INT	1	5
1257	1.0	OSC	DEM	1	5
1258	1.0	PAL	REP	1	5
1259	1.0	LEE	REP	1	5
1260	1.0	DAD	NPA	0	7
1261	1.0	ORA	REP	1	5
1262	1.0	SAN	DEM	0	5
1263	1.0	PIN	NPA	0	4
1264	0.0	ORA	NPA	0	5
1265	1.0	MRN	LPF	0	5
1266	1.0	WAL	REP	1	5
1267	1.0	HIL	DEM	1	5
1268	1.0	SEM	NPA	1	5
1269	1.0	HIL	DEM	1	3
1270	1.0	PIN	REP	1	5
1271	1.0	PAL	NPA	0	5
1272	1.0	OSC	DEM	0	4
1273	1.0	ALA	DEM	1	3
1274	1.0	PIN	REP	1	5
1275	0.0	PAL	REP	0	4
1276	1.0	BRO	DEM	1	4
1277	1.0	DAD	DEM	1	3
1278	1.0	MRN	REP	1	5
1279	1.0	ORA	DEM	0	4
1280	1.0	SUM	REP	1	5
1281	1.0	BRO	DEM	1	5
1282	0.0	ALA	REP	0	5
1283	1.0	BRO	NPA	1	4
1284	0.0	LAK	NPA	0	6
1285	1.0	PAL	DEM	1	3
1286	1.0	MRN	REP	0	5
1287	1.0	PIN	REP	0	5
1288	1.0	DAD	DEM	0	4
1289	1.0	ESC	DEM	1	3
1290	1.0	PAL	REP	0	5
1291	1.0	STJ	REP	1	5
1292	1.0	PAL	REP	1	5
1293	1.0	HIL	NPA	0	5
1294	0.0	CIT	INT	1	5
1295	1.0	HIL	REP	1	5
1296	1.0	PIN	REP	0	5
1297	1.0	HOL	DEM	1	5
1298	1.0	PIN	DEM	1	5
1299	0.0	POL	NPA	1	5
1300	1.0	ORA	REP	0	4
1301	1.0	STJ	REP	0	5
1302	1.0	HIL	DEM	1	4
1303	1.0	CHA	DEM	1	3
1304	1.0	PIN	DEM	0	5
1305	1.0	MRN	DEM	1	5
1306	1.0	HIL	REP	1	5
1307	1.0	STL	DEM	1	5
1308	1.0	DUV	REP	1	5
1309	1.0	BRO	DEM	1	3
1310	1.0	PIN	REP	1	5
1311	1.0	ALA	DEM	1	5
1312	1.0	HIL	DEM	1	3
1313	1.0	ORA	DEM	0	3
1314	1.0	HIL	REP	1	5
1315	1.0	DAD	NPA	0	5
1316	1.0	LEO	DEM	1	3
1317	1.0	ORA	REP	0	5
1318	1.0	SAN	NPA	1	5
1319	1.0	ESC	REP	0	5
1320	1.0	PIN	NPA	0	5
1321	1.0	PAL	NPA	1	6
1322	1.0	POL	NPA	0	5
1323	1.0	VOL	DEM	1	5
1324	1.0	BRE	DEM	1	5
1325	1.0	BRO	NPA	1	4
1326	1.0	MRN	DEM	1	3
1327	1.0	BRE	INT	1	5
1328	1.0	SUM	DEM	1	5
1329	1.0	BRO	REP	1	5
1330	1.0	DUV	DEM	1	3
1331	1.0	ORA	REP	1	5
1332	1.0	ORA	NPA	1	5
1333	1.0	LEO	INT	0	4
1334	1.0	PAL	NPA	0	5
1335	1.0	ORA	DEM	0	5
1336	1.0	PAS	DEM	1	5
1337	1.0	BRO	DEM	0	5
1338	1.0	ALA	DEM	0	5
1339	1.0	PIN	NPA	0	5
1340	1.0	DAD	REP	1	4
1341	1.0	DAD	NPA	0	4
1342	1.0	STJ	NPA	1	5
1343	1.0	CIT	REP	1	5
1344	0.0	DAD	NPA	0	4
1345	1.0	PAL	DEM	1	5
1346	1.0	DAD	NPA	1	4
1347	1.0	VOL	DEM	1	3
1348	1.0	BRO	DEM	1	3
1349	1.0	LEE	REP	0	5
1350	1.0	DAD	REP	0	5
1351	1.0	MRN	NPA	0	5
1352	1.0	ORA	REP	1	6
1353	1.0	PAL	NPA	0	5
1354	1.0	BRO	DEM	1	5
1355	1.0	SEM	DEM	0	5
1356	1.0	DUV	REP	0	5
1357	1.0	BRO	NPA	0	7
1358	1.0	POL	DEM	1	6
1359	1.0	DAD	REP	0	4
1360	1.0	BRE	DEM	1	5
1361	1.0	PIN	DEM	1	5
1362	1.0	POL	DEM	0	4
1363	1.0	PAL	INT	1	5
1364	1.0	HER	REP	0	5
1365	1.0	BAY	REP	1	5
1366	1.0	HIL	DEM	0	5
1367	0.0	OKA	REP	1	4
1368	1.0	MRN	DEM	1	5
1369	1.0	BRO	DEM	1	4
1370	1.0	SEM	REP	0	5
1371	1.0	IND	REP	0	5
1372	1.0	PIN	NPA	1	4
1373	1.0	DUV	DEM	0	6
1374	1.0	LAK	REP	0	5
1375	1.0	ORA	DEM	1	4
1376	1.0	LAK	REP	1	5
1377	1.0	DAD	REP	1	4
1378	1.0	BRO	DEM	1	7
1379	0.0	VOL	NPA	0	5
1380	1.0	PAL	DEM	0	4
1381	0.0	DAD	NPA	0	4
1382	1.0	ORA	NPA	1	4
1383	1.0	VOL	DEM	0	4
1384	1.0	BAY	REP	0	4
1385	1.0	POL	REP	0	5
1386	1.0	ORA	NPA	0	9
1387	1.0	ORA	NPA	0	5
1388	1.0	ALA	DEM	1	5
1389	1.0	POL	REP	0	5
1390	1.0	PAL	DEM	0	5
1391	1.0	POL	REP	1	5
1392	1.0	HIL	DEM	1	5
1393	1.0	DAD	REP	0	5
1394	1.0	POL	DEM	1	3
1395	1.0	BRO	DEM	0	5
1396	1.0	ESC	REP	0	4
1397	0.0	DAD	DEM	1	3
1398	1.0	ORA	NPA	0	3
1399	1.0	OSC	DEM	1	5
1400	1.0	STJ	REP	0	5
1401	1.0	CLL	NPA	0	5
1402	1.0	VOL	DEM	0	5
1403	0.0	ESC	NPA	0	5
1404	1.0	DUV	REP	0	5
1405	1.0	HIL	REP	0	5
1406	1.0	CLA	REP	1	5
1407	1.0	HER	REP	0	5
1408	1.0	BRO	REP	0	5
1409	1.0	PIN	REP	0	5
1410	1.0	BRE	REP	0	4
1411	1.0	DAD	DEM	0	3
1412	1.0	IND	DEM	0	5
1413	1.0	DUV	NPA	1	2
1414	1.0	MAN	REP	0	5
1415	1.0	OKA	REP	1	5
1416	1.0	PIN	DEM	1	5
1417	1.0	PIN	DEM	0	5
1418	1.0	BRE	NPA	1	5
1419	0.0	LEE	NPA	1	4
1420	1.0	BRO	DEM	1	4
1421	1.0	HIL	REP	0	5
1422	1.0	BRO	NPA	1	4
1423	1.0	ORA	NPA	0	7
1424	1.0	DAD	NPA	0	4
1425	1.0	SAR	REP	1	5
1426	1.0	BRE	NPA	0	5
1427	1.0	ALA	DEM	1	3
1428	1.0	BAY	DEM	1	5
1429	1.0	DAD	REP	0	5
1430	1.0	MRN	DEM	0	3
1431	1.0	BRO	REP	1	5
1432	0.0	PAL	DEM	0	5
1433	1.0	BRE	REP	0	5
1434	1.0	BRE	REP	0	5
1435	1.0	CLA	REP	0	5
1436	1.0	ALA	NPA	1	4
1437	1.0	PIN	REP	0	5
1438	0.0	DUV	NPA	0	3
1439	1.0	VOL	NPA	0	9
1440	1.0	LEE	INT	0	5
1441	1.0	BRO	DEM	1	4
1442	1.0	HIL	DEM	1	3
1443	1.0	HIL	DEM	1	4
1444	1.0	BRO	NPA	1	5
1445	0.0	SEM	DEM	0	9
1446	1.0	HIL	DEM	1	5
1447	1.0	OKA	REP	0	5
1448	1.0	DAD	NPA	0	4
1449	1.0	WAL	REP	0	6
1450	1.0	BRO	DEM	1	3
1451	1.0	HIL	DEM	1	5
1452	1.0	PAL	DEM	0	5
1453	1.0	DAD	REP	1	4
1454	1.0	PAL	NPA	1	5
1455	1.0	BRO	DEM	1	5
1456	1.0	PAS	DEM	0	5
1457	1.0	HIL	DEM	0	4
1458	1.0	POL	DEM	1	5
1459	1.0	ALA	DEM	1	5
1460	1.0	BRO	DEM	1	5
1461	1.0	POL	REP	1	5
1462	1.0	BRE	REP	0	5
1463	1.0	ALA	REP	1	5
1464	1.0	ORA	REP	1	5
1465	1.0	DUV	DEM	1	5
1466	1.0	BRO	REP	1	3
1467	1.0	BAY	REP	1	5
1468	1.0	IND	DEM	0	2
1469	1.0	HIL	REP	0	5
1470	1.0	LEO	REP	0	5
1471	0.0	OSC	NPA	0	5
1472	1.0	FLA	REP	1	5
1473	1.0	ORA	DEM	0	4
1474	1.0	HIL	REP	1	5
1475	1.0	POL	REP	1	5
1476	1.0	SUW	REP	0	5
1477	1.0	HIL	REP	1	5
1478	0.0	POL	NPA	0	4
1479	1.0	BRO	REP	1	5
1480	1.0	CIT	DEM	1	5
1481	1.0	HIL	NPA	0	5
1482	1.0	BRO	DEM	1	4
1483	0.0	PAL	REP	1	5
1484	1.0	HIL	REP	0	5
1485	1.0	ORA	INT	1	3
1486	1.0	ORA	DEM	1	9
1487	1.0	PIN	NPA	0	4
1488	1.0	STJ	NPA	1	5
1489	0.0	DAD	DEM	1	4
1490	0.0	ORA	NPA	0	9
1491	0.0	HIL	NPA	0	5
1492	1.0	VOL	REP	0	5
1493	1.0	MAD	DEM	0	5
1494	1.0	MAN	DEM	1	5
1495	1.0	ESC	DEM	0	4
1496	1.0	BRO	DEM	1	5
1497	1.0	PAS	NPA	0	5
1498	1.0	DUV	REP	1	5
1499	1.0	MRN	NPA	0	4
1500	1.0	PAS	DEM	0	5
1501	1.0	SEM	REP	0	2
1502	1.0	CIT	REP	0	5
1503	1.0	PAL	REP	0	5
1504	1.0	BRO	DEM	1	3
1505	1.0	DAD	DEM	1	3
1506	1.0	BRO	DEM	1	5
1507	0.0	DAD	NPA	0	5
1508	1.0	PAL	INT	1	5
1509	1.0	ORA	DEM	0	4
1510	0.0	PAL	REP	0	9
1511	1.0	DAD	NPA	0	9
1512	0.0	DAD	INT	0	4
1513	1.0	ALA	DEM	0	5
1514	1.0	ALA	REP	0	5
1515	1.0	HIG	INT	1	5
1516	1.0	ORA	DEM	0	5
1517	1.0	SAN	REP	1	5
1518	1.0	BRO	REP	0	5
1519	1.0	CLL	NPA	1	5
1520	1.0	BRO	REP	0	5
1521	1.0	DAD	NPA	1	4
1522	0.0	DAD	NPA	1	4
1523	1.0	VOL	NPA	1	5
1524	1.0	ORA	DEM	1	3
1525	1.0	PIN	NPA	1	4
1526	0.0	ORA	DEM	1	5
1527	0.0	BRO	REP	0	5
1528	1.0	BAY	DEM	1	5
1529	1.0	DUV	DEM	0	5
1530	1.0	POL	DEM	0	9
1531	1.0	MRN	REP	0	5
1532	0.0	DAD	REP	1	2
1533	1.0	ESC	DEM	1	3
1534	1.0	PIN	REP	0	5
1535	1.0	CIT	REP	0	5
1536	1.0	ORA	DEM	1	4
1537	1.0	LAK	NPA	1	5
1538	1.0	ORA	DEM	1	3
1539	1.0	OKA	NPA	1	5
1540	1.0	DUV	DEM	0	5
1541	0.0	BRO	NPA	1	2
1542	1.0	BRO	DEM	0	3
1543	1.0	DAD	NPA	0	4
1544	1.0	SUM	DEM	1	5
1545	1.0	BRO	REP	1	5
1546	0.0	HIL	DEM	0	4
1547	1.0	DUV	DEM	0	5
1548	1.0	DAD	DEM	1	3
1549	0.0	BAY	REP	0	5
1550	1.0	FLA	NPA	0	5
1551	1.0	HIL	REP	1	5
1552	1.0	LEE	REP	1	5
1553	1.0	DAD	NPA	0	4
1554	1.0	BRE	REP	0	4
1555	1.0	HIL	DEM	1	3
1556	1.0	CLA	REP	1	5
1557	0.0	HER	REP	1	5
1558	1.0	HIL	NPA	1	4
